id,university,score, major, degree, decision, status, year, gpafin, grev, grem,gretot, grew, new_gre
4763,Cornell  University,4.5,CS,PhD,Rejected,U,2018,3.78,161,168,329,4,TRUE
4764,Northeastern University (NEU),3,CS,Masters,Rejected,I,2018,8.94,161,169,330,4,TRUE
4765,Brown University,3.6,CS,Masters,Accepted,I,2016,4,160,167,327,5,TRUE
4766,University Of Southern California - USC Viterbi,3.7,CS,Masters,Accepted,I,2018,3.7,162,169,331,4,TRUE
4767,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2015,3.77,155,167,322,4,TRUE
4768,University Of California San Diego (UCSD),4,CS,Masters,Rejected,I,2014,3.4,155,168,323,3.5,TRUE
4769,Princeton University,4.4,CS,Masters,Rejected,A,2013,3.42,165,162,327,4,TRUE
4770,University Of Massachuetts Amherst (UMass),3.7,CS,Masters,Rejected,I,2016,3.93,155,170,325,3.5,TRUE
4771,University Of Washington,4.5,CS,PhD,Rejected,A,2013,3.94,162,163,325,4,TRUE
4772,Emory Univeristy,2.3,CS,PhD,Accepted,I,2018,3.83,145,160,305,4,TRUE
4773,Stanford University,5,CS,PhD,Accepted,I,2013,3.93,165,169,334,3.5,TRUE
4774,"Purdue University, West Lafayette",3.7,CS,PhD,Accepted,I,2014,3.84,144,162,306,3,TRUE
4775,New York University (NYU GSAS),3.4,CS,Masters,Accepted,I,2018,3.51,156,169,325,4,TRUE
4776,University Of Washington,4.5,CS,PhD,Rejected,A,2015,3.8,153,170,323,3.5,TRUE
4777,The University Of Massachusetts Amherst (UMass),3.7,CS,Masters,Accepted,A,2018,3.7,159,169,328,4,TRUE
4778,"""University Of Washington",4.5,CS,PhD,Accepted,A,2017,3.9,168,164,332,5,TRUE
4779,"University Of California, Berkeley(UCB)",5,CS,Masters,Rejected,I,2014,3.89,161,164,325,4.5,TRUE
4780,"Indiana University, Bloomington",2.9,CS,PhD,Rejected,U,2014,3.73,153,170,323,3.5,TRUE
4781,The University Of Massachusetts Amherst (UMass),3.7,CS,Masters,Rejected,I,2018,3.67,164,169,333,3.5,TRUE
4782,Rice,3.7,CS,Masters,Rejected,I,2018,3.5,163,163,326,5,TRUE
4783,Georgia Institute Of Technology,4.4,CS,Masters,Rejected,I,2013,3.9,154,167,321,3,TRUE
4784,UCLA,4.1,CS,PhD,Rejected,I,2016,3.85,154,168,322,3.5,TRUE
4785,The University Of Arizona,3.1,CS,Masters,Accepted,I,2017,3.9,157,161,318,4,TRUE
4786,Princeton University,4.4,CS,PhD,Rejected,I,2015,3.81,170,170,340,5,TRUE
4787,University Of Delaware,2.5,CS,Masters,Accepted,I,2015,3.75,147,170,317,3,TRUE
4788,University Of Texas At Austin,4.3,CS,PhD,Rejected,U,2018,3.75,160,166,326,4,TRUE
4789,Carnegie  Mellon University (CMU),5,CS,PhD,Rejected,I,2018,3.76,155,169,324,4.5,TRUE
4790,Harvard University,4,CS,PhD,Rejected,A,2015,3.91,165,169,334,4.5,TRUE
4791,North Carolina State University (NCSU),3.1,CS,Masters,Rejected,I,2013,3.2,152,163,315,3,TRUE
4792,Stanford,5,CS,Masters,Rejected,A,2015,3.8,170,163,333,,TRUE
4793,UCSB,3.3,CS,PhD,Accepted,I,2013,3.6,151,169,320,3,TRUE
4794,University Of Washington,4.5,CS,PhD,Accepted,A,2015,3.81,167,163,330,,TRUE
4795,‌Boston University,3,CS,PhD,Accepted,I,2018,3.3,150,158,308,3,TRUE
4796,UC Santa Cruz,2.8,CS,Masters,Rejected,I,2018,2.8,170,154,324,4.5,TRUE
4797,New York University (NYU GSAS),3.4,CS,Masters,Accepted,A,2018,3.4,164,161,325,5,TRUE
4798,Northeastern University (NU),3,CS,Masters,Accepted,I,2014,3.7,149,158,307,3.5,TRUE
4799,University Of Washington,4.5,CS,PhD,Rejected,U,2013,3.27,150,160,310,4,TRUE
4800,University Of Chicago,3.4,CS,Masters,Rejected,I,2016,3.5,157,164,321,3,TRUE
4801,NYU,3.4,CS,Masters,Rejected,I,2013,3.33,154,159,313,3.5,TRUE
4802,North Carolina State University (NCSU),3.1,CS,Masters,Accepted,I,2018,8.95,164,166,330,4.5,TRUE
4803,"University Of California, Irvine (UCI)",3.4,CS,Masters,Rejected,I,2012,3.7,164,154,318,4,TRUE
4804,Carnagie Mellon University,5,CS,PhD,Rejected,I,2016,3.58,158,170,328,4,TRUE
4805,Clemson University,2.3,CS,Masters,Accepted,I,2013,3.7,159,166,325,3.5,TRUE
4806,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2014,3.5,157,168,325,4.5,TRUE
4807,University Of Washington Seattle,4.5,CS,Masters,Accepted,U,2017,3.2,165,164,329,4,TRUE
4808,Arizona State University,3.1,CS,Masters,Accepted,I,2016,3.6,160,164,324,4,TRUE
4809,Rutgers,3.3,CS,Masters,Rejected,I,2015,3.4,150,163,313,2.5,TRUE
4810,University Of Southern California,3.7,CS,Masters,Accepted,I,2012,3.11,142,168,310,3,TRUE
4811,"University Of Wisconsin, Madison",4.1,CS,Masters,Rejected,I,2013,3.72,160,168,328,5,TRUE
4812,Georgia Institute Of Technology (GaTech),4.4,CS,Masters,Accepted,I,2015,3.65,145,163,308,3,TRUE
4813,University Of Arizona,3.1,CS,Masters,Accepted,A,2015,3.33,160,158,318,4,TRUE
4814,University Of Wisconsin Madison,4.1,CS,Masters,Rejected,U,2013,3.69,151,162,313,4,TRUE
4815,Princeton,4.4,CS,PhD,Accepted,I,2017,3.56,170,162,332,4,TRUE
4816,University Of Washington,4.5,CS,PhD,Rejected,I,2013,3.9,162,169,331,4,TRUE
4817,Suny Buffalo,2.7,CS,PhD,Accepted,I,2015,3,160,162,322,3.5,TRUE
4818,NC State University (NCSU),3.1,CS,Masters,Accepted,I,2016,3.9,162,165,327,5,TRUE
4819,"The University Of California, Santa Cruz (UCSC)",2.8,CS,Masters,Accepted,I,2018,3.5,147,163,310,3.5,TRUE
4820,"University Of Michigan, Ann Arbor (Umich)",4.2,CS,Masters,Accepted,A,2016,3.84,158,166,324,4.5,TRUE
4821,Northwestern,3.4,CS,PhD,Accepted,A,2014,4,167,166,333,4,TRUE
4822,University Of Texas At Austin,4.3,CS,Masters,Accepted,I,2017,4,163,168,331,4.5,TRUE
4823,"Ùniversity Of California, Irvine",3.4,CS,Masters,Accepted,I,2017,3.85,158,167,325,4,TRUE
4824,Stanford University,5,CS,Masters,Rejected,A,2015,3.76,162,170,332,4.5,TRUE
4825,Northwestern Uniersity,3.4,CS,PhD,Rejected,I,2017,3.7,155,167,322,5,TRUE
4826,Georgia Tech,4.4,CS,PhD,Rejected,U,2015,4,155,170,325,4,TRUE
4827,UC Davis,3.3,CS,PhD,Accepted,I,2013,3.62,155,167,322,3.5,TRUE
4828,ีUniversity Of Maryland - College Park (UMD),4,CS,PhD,Rejected,I,2017,3.59,161,164,325,5.5,TRUE
4829,University Of Maryland,4,CS,PhD,Rejected,I,2015,3.28,166,165,331,5.5,TRUE
4830,"University Of Maryland, College Park",4,CS,PhD,Rejected,I,2012,3.8,158,162,320,4,TRUE
4831,Indiana University Bloomington,2.9,CS,Masters,Accepted,I,2013,3.3,145,160,305,3,TRUE
4832,Oregon State University,2.5,CS,PhD,Accepted,I,2013,2.86,149,162,311,3.5,TRUE
4833,The University Of Colorado - Boulder,3.2,CS,Masters,Accepted,I,2017,4,161,164,325,4,TRUE
4834,University Of Wisconsin Madison,4.1,CS,PhD,Rejected,A,2017,3.69,152,167,319,,TRUE
4835,UC Berkeley,5,CS,PhD,Rejected,A,2015,3.87,163,167,330,6,TRUE
4836,University Of Pennsylvania (UPenn),3.8,Other,Masters,Accepted,I,2016,3.7,154,163,317,3.5,TRUE
4837,North Carolina State University Raleigh,3.1,CS,Masters,Rejected,I,2012,3.3,159,163,322,3.5,TRUE
4838,Columbia University,4.1,CS,Masters,Rejected,I,2016,4,161,161,322,4.5,TRUE
4839,Purdue,3.7,CS,Masters,Accepted,I,2013,3.64,154,164,318,3,TRUE
4840,Dartmouth  College,3.1,CS,Masters,Accepted,U,2017,3.96,156,160,316,4,TRUE
4841,Georgia Institute Of Technology,4.4,CS,PhD,Accepted,U,2014,3.8,162,170,332,4,TRUE
4842,"California, Santa Barbara (UCSB)",3.3,CS,Masters,Rejected,I,2016,3.2,154,170,324,3.5,TRUE
4843,UC Irvine UCI,3.4,CS,Masters,Accepted,A,2018,3.6,164,169,333,4.5,TRUE
4844,Georgia  Institute Of Technology (Gatech Georgia Tech),4.4,CS,Masters,Rejected,U,2018,3.4,170,154,324,4,TRUE
4845,Ohio State University (OSU),3.4,CS,Masters,Rejected,I,2012,3.11,142,168,310,3,TRUE
4846,Stanford University,5,CS,Masters,Rejected,U,2015,3.94,161,164,325,3,TRUE
4847,ีUniversity Of Maryland - College Park (UMD),4,CS,PhD,Accepted,U,2016,3.8,163,168,331,3.5,TRUE
4848,University Of Illinois Chicago,2.6,CS,PhD,Rejected,I,2016,3,151,167,318,4,TRUE
4849,ีืUniversity Of Chicago,3.4,CS,PhD,Accepted,A,2016,3.3,162,165,327,5,TRUE
4850,UCSD (university Of California San Diego),4,CS,Masters,Rejected,U,2016,3.65,168,153,321,3.5,TRUE
4851,Virginia Polytechnic And State University (Virginia Tech),3.2,CS,PhD,Accepted,I,2018,3.1,157,160,317,3.5,TRUE
4852,The University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2017,3.2,161,170,331,5.5,TRUE
4853,GaTech (Georgia Institute Of Technology),4.4,CS,Masters,Accepted,I,2016,3.91,167,156,323,3.5,TRUE
4854,University Of Texas At Austin,4.3,CS,PhD,Rejected,I,2018,3.74,161,170,331,4.5,TRUE
4855,Cornell Uniersity,4.5,CS,PhD,Accepted,U,2016,3.9,170,165,335,4,TRUE
4856,University Of Wisconsin-Madison,4.1,CS,Masters,Rejected,I,2013,3.6,158,163,321,4,TRUE
4857,Oregon State University,2.5,CS,PhD,Accepted,I,2014,3,152,163,315,3.5,TRUE
4858,UC Berkeley,5,CS,PhD,Rejected,A,2014,3.75,164,163,327,5,TRUE
4859,TAMU (Texas A & M University) College Station,3.1,CS,Masters,Rejected,I,2016,3.66,160,167,327,3,TRUE
4860,"UCSD (University Of California, San Diego)",4,CS,Masters,Accepted,A,2018,3.81,164,163,327,5.5,TRUE
4861,Virginia Polytechnic And State University (Virginia Tech),3.2,CS,PhD,Accepted,I,2016,3.74,154,163,317,3.5,TRUE
4862,UC Berkeley,5,CS,Masters,Rejected,I,2016,3.94,156,170,326,3.5,TRUE
4863,UC Berkeley,5,CS,Masters,Accepted,I,2013,3.6,165,165,330,5.5,TRUE
4864,University Of California Santa Barbara (UCSB),3.3,CS,Masters,Rejected,I,2015,3,156,153,309,4,TRUE
4865,Purdue University,3.7,CS,Masters,Rejected,I,2013,3.8,150,162,312,4.5,TRUE
4866,Ohio State University,3.4,CS,PhD,Accepted,I,2015,3.84,166,168,334,5.5,TRUE
4867,Carnegie School Of Computer Science,5,Other,Masters,Rejected,I,2016,3.37,159,168,327,3.5,TRUE
4868,Stanford University,5,CS,PhD,Rejected,I,2017,3.93,166,168,334,5,TRUE
4869,University Of California - Berkeley (UCB),5,CS,PhD,Rejected,A,2012,3.87,154,167,321,4,TRUE
4870,Brown University,3.6,CS,Masters,Rejected,A,2016,3.26,155,161,316,4,TRUE
4871,Northeastern University,3,CS,Masters,Accepted,I,2015,3.87,154,168,322,3.5,TRUE
4872,NCSU North Carolina State University,3.1,CS,Masters,Rejected,I,2016,3.49,151,162,313,3.5,TRUE
4873,Rutgers,3.3,CS,Masters,Accepted,I,2015,3,150,165,315,3,TRUE
4874,Brown University,3.6,CS,Masters,Accepted,I,2017,3.6,160,170,330,3.5,TRUE
4875,Duke University,3.6,CS,Masters,Accepted,U,2018,3.9,170,153,323,4,TRUE
4876,CMU,5,CS,Masters,Rejected,U,2016,3.93,152,170,322,3.5,TRUE
4877,UC San Diego,4,CS,Masters,Rejected,I,2015,3.5,159,165,324,4,TRUE
4878,"University Of California, San Diego",4,CS,PhD,Rejected,I,2014,3.6,159,170,329,3,TRUE
4879,New York University ( NYU),3.4,CS,Masters,Accepted,A,2012,3.64,155,163,318,4,TRUE
4880,"Arizona State University, Tempe",3.1,CS,Masters,Accepted,I,2018,3.25,155,170,325,4,TRUE
4881,Boston University,3,CS,Masters,Rejected,I,2013,3.95,150,170,320,3,TRUE
4882,UMass Amherst,3.7,CS,Masters,Accepted,I,2016,3.5,158,161,319,4,TRUE
4883,University Of Southern California (USC),3.7,CS,Masters,Accepted,A,2015,3.15,156,158,314,4,TRUE
4884,ีUniversity Of Southern California (USC) - Viterbi School Of Engineering,3.7,CS,Masters,Accepted,A,2018,3.47,156,168,324,4,TRUE
4885,The University Of Massachusetts Amherst (UMass),3.7,CS,Masters,Accepted,I,2018,4,161,168,329,4,TRUE
4886,Stanford,5,CS,Masters,Rejected,I,2015,3.81,164,165,329,4.5,TRUE
4887,Stanford,5,CS,Masters,Accepted,A,2013,3.72,168,167,335,4,TRUE
4888,NCSU (North Carolina State University),3.1,CS,PhD,Accepted,I,2017,3.96,162,168,330,4,TRUE
4889,"Ùniversity Of California, Irvine",3.4,CS,Masters,Accepted,I,2017,3.3,156,165,321,5,TRUE
4890,University Of California Santa Barbara (UCSB),3.3,CS,PhD,Rejected,I,2012,3.42,150,166,316,3.5,TRUE
4891,"University Of California, Davis",3.3,CS,Masters,Accepted,I,2014,3.3,154,169,323,4,TRUE
4892,Oregon State University (Corvallis),2.5,CS,Masters,Accepted,I,2016,7.3,156,162,318,4.5,TRUE
4893,ีUniversity Of Southern California (USC) - Viterbi School Of Engineering,3.7,CS,Masters,Accepted,A,2016,3.5,162,162,324,3.5,TRUE
4894,Penn State Univ (PSU) University Park,3.4,CS,Masters,Rejected,I,2017,3.53,151,162,313,3,TRUE
4895,Stanford University,5,CS,Masters,Rejected,A,2018,3.7,156,162,318,4,TRUE
4896,Georgia Institute Of Technology,4.4,CS,Masters,Rejected,I,2015,3.6,150,161,311,3,TRUE
4897,Princeton University,4.4,CS,PhD,Rejected,I,2018,3.58,153,170,323,3,TRUE
4898,Carnegie  Mellon University,5,CS,Masters,Rejected,I,2018,4,157,164,321,3,TRUE
4899,UC Irvine,3.4,CS,Masters,Rejected,I,2018,8.53,165,167,332,4,TRUE
4900,Rutgers University,3.3,CS,PhD,Rejected,I,2013,3.11,147,158,305,3.5,TRUE
4901,UC Riverside (UCR),2.7,CS,PhD,Accepted,A,2018,3.71,151,162,313,4,TRUE
4902,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,I,2015,3.4,168,170,338,4,TRUE
4903,NCSU (North Carolina State University),3.1,CS,PhD,Accepted,I,2018,3.97,151,165,316,4,TRUE
4904,UC Irvine,3.4,CS,PhD,Accepted,I,2013,3.92,154,165,319,3.5,TRUE
4905,The University Of Chicago,3.4,CS,Masters,Accepted,I,2018,3.79,154,169,323,3,TRUE
4906,Carnegie  Mellon University (CMU),5,CS,Masters,Accepted,I,2016,3.7,167,170,337,4,TRUE
4907,Carnegie Mellon University,5,CS,PhD,Rejected,A,2017,3.7,163,168,331,4.5,TRUE
4908,University Of Pennsylvania,3.8,Other,PhD,Rejected,I,2015,3.7,170,154,324,3,TRUE
4909,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2013,3.72,165,152,317,3,TRUE
4910,Brown University,3.6,CS,Masters,Accepted,U,2013,3.87,145,167,312,3,TRUE
4911,(Arizona State University) ASU,3.1,CS,Masters,Accepted,I,2016,3.46,152,167,319,4,TRUE
4912,The University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2018,3.74,170,157,327,3,TRUE
4913,Stanford University,5,CS,Masters,Accepted,I,2018,3.96,163,170,333,4.5,TRUE
4914,Georgia  Institute Of Technology (Gatech Georgia Tech),4.4,CS,Masters,Rejected,U,2018,3.5,162,169,331,5,TRUE
4915,University Of Maryland College Park,4,CS,Masters,Accepted,A,2012,3.4,161,163,324,5.5,TRUE
4916,Massachusetts Instititute Of Technology (MIT),5,CS,PhD,Rejected,A,2017,3.4,168,164,332,,TRUE
4917,Cornell  University,4.5,CS,PhD,Rejected,I,2018,3.9,165,161,326,4,TRUE
4918,University Of Arizona,3.1,CS,PhD,Accepted,I,2013,3.7,143,158,301,3,TRUE
4919,Princeton University,4.4,CS,Masters,Rejected,A,2014,3.54,159,162,321,4,TRUE
4920,"UCSD (University Of California, San Diego)",4,CS,Masters,Rejected,U,2018,3.6,160,170,330,3.5,TRUE
4921,Tamu,3.1,CS,Masters,Accepted,I,2014,3.7,155,168,323,4,TRUE
4922,"""University Of Washington",4.5,CS,PhD,Rejected,I,2018,3.41,153,164,317,4.5,TRUE
4923,"University Of Californa, Berkeley (UCB)",5,CS,Masters,Rejected,I,2013,3.76,148,168,316,3.5,TRUE
4924,"University Of California, San Diego",4,CS,Masters,Accepted,I,2013,3.84,160,165,325,3,TRUE
4925,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2015,8.5,159,170,329,4,TRUE
4926,New York University,3.4,CS,Masters,Rejected,I,2017,3.7,158,170,328,3,TRUE
4927,Indiana  University (Bloomington),2.9,CS,Masters,Accepted,I,2017,3.1,154,158,312,3,TRUE
4928,University Of California Irvine,3.4,CS,PhD,Accepted,I,2013,3,161,166,327,4,TRUE
4929,Georgia Institute Of Technology (Georgia Tech),4.4,CS,Masters,Accepted,A,2018,3.6,168,167,335,5,TRUE
4930,Duke University,3.6,CS,PhD,Rejected,A,2018,3.77,166,164,330,4,TRUE
4931,UC Berkeley,5,CS,PhD,Accepted,A,2016,4,170,170,340,6,TRUE
4932,Carnegie Mellon University,5,CS,Masters,Rejected,I,2015,3.3,150,162,312,3.5,TRUE
4933,"University Of California, Berkeley",5,CS,Masters,Rejected,I,2016,9.28,160,163,323,5,TRUE
4934,Northwestern,3.4,CS,PhD,Accepted,A,2015,3.9,161,169,330,4,TRUE
4935,"The University Of California, Santa Cruz (UCSC)",2.8,CS,Masters,Rejected,I,2018,3.25,155,170,325,4,TRUE
4936,"(University Of California, Los Angeles UCLA)",4.1,CS,Masters,Rejected,A,2017,3.5,159,161,320,4,TRUE
4937,CU Boulder,3.2,CS,Masters,Rejected,I,2018,3.4,153,168,321,3,TRUE
4938,University Of Utah,3.1,CS,PhD,Accepted,I,2015,8.9,159,168,327,4.5,TRUE
4939,Carnegie  Mellon University (CMU),5,CS,Masters,Accepted,A,2017,3.73,158,160,318,3.5,TRUE
4940,University Of Michigan,4.2,CS,Masters,Rejected,I,2015,8.75,163,162,325,4.5,TRUE
4941,Stanford,5,CS,Masters,Accepted,U,2012,3.83,166,162,328,5,TRUE
4942,Northeastern,3,CS,PhD,Accepted,I,2018,4,163,169,332,4.5,TRUE
4943,University Of California Berkeley (UCB),5,CS,Masters,Rejected,I,2013,3.8,159,167,326,5,TRUE
4944,Georgia Tech (Gatech),4.4,CS,PhD,Rejected,I,2014,3.4,157,165,322,2.5,TRUE
4945,Columbia University,4.1,CS,Masters,Rejected,I,2014,3.97,151,165,316,3,TRUE
4946,Central Florida,5,CS,PhD,Accepted,I,2015,3.51,153,167,320,3.5,TRUE
4947,Stanford,5,CS,PhD,Rejected,A,2018,4,165,170,335,5.5,TRUE
4948,Colorado State University,2.4,CS,PhD,Rejected,I,2015,2.96,152,167,319,3.5,TRUE
4949,Purdue University,3.7,CS,Masters,Accepted,A,2013,3.98,167,165,332,4.5,TRUE
4950,New York University (NYU),3.4,CS,Masters,Accepted,I,2014,3.5,155,156,311,4,TRUE
4951,"(University Of California, Los Angeles (UCLA)",4.1,CS,Masters,Accepted,A,2016,3.5,148,158,306,4,TRUE
4952,University Of Wisconsin Madison,4.1,CS,Masters,Rejected,I,2015,3.8,148,170,318,3,TRUE
4953,University Of Michigan - Ann Arbor (UMich),4.2,CS,Masters,Accepted,I,2013,3.6,165,165,330,5.5,TRUE
4954,New York University (NYU GSAS),3.4,CS,PhD,Rejected,I,2017,4,165,166,331,5,TRUE
4955,Clemson University,2.3,CS,PhD,Rejected,I,2015,3.7,146,162,308,2.5,TRUE
4956,UCLA,4.1,CS,Masters,Rejected,A,2015,3.1,164,167,331,,TRUE
4957,Columbia (Fu Foundation),4.1,CS,PhD,Accepted,U,2016,3.75,167,157,324,4.5,TRUE
4958,"""University Of Washington""",4.5,CS,PhD,Rejected,A,2018,3.69,161,166,327,4.5,TRUE
4959,ีUniversity Of Maryland - College Park (UMD),4,CS,Masters,Accepted,I,2018,4,170,170,340,6,TRUE
4960,"California, Santa Barbara (UCSB)",3.3,CS,Masters,Accepted,I,2017,9.36,162,165,327,3.5,TRUE
4961,Northeastern University,3,CS,PhD,Rejected,I,2014,3.5,142,169,311,3,TRUE
4962,Massachusetts Institute Of Technology (MIT),5,CS,PhD,Accepted,U,2016,4,165,170,335,4.5,TRUE
4963,Stanford University,5,CS,Masters,Rejected,A,2014,3.5,134,163,297,3,TRUE
4964,Georgia Tech,4.4,CS,Masters,Accepted,I,2015,3.96,163,167,330,5,TRUE
4965,Rutgers University,3.3,CS,PhD,Accepted,A,2014,3.5,159,170,329,3.5,TRUE
4966,Carnegie Mellon University ( CMU ),5,CS,PhD,Rejected,A,2015,3.94,159,168,327,5,TRUE
4967,Carnagie Mellon University (CMU),5,CS,PhD,Rejected,A,2018,3.55,167,159,326,5,TRUE
4968,Carnegie  Mellon University (CMU),5,CS,PhD,Rejected,I,2016,3.63,152,170,322,3,TRUE
4969,GaTech (Georgia Institute Of Technology),4.4,CS,Masters,Accepted,I,2018,3.73,170,153,323,4,TRUE
4970,University Of California Davis (UC Davis),3.3,CS,Masters,Rejected,I,2016,7.3,156,162,318,4.5,TRUE
4971,University Of Massachusetts Amherst,3.7,CS,PhD,Rejected,I,2015,3.68,153,162,315,4,TRUE
4972,Stanford,5,CS,PhD,Rejected,U,2013,3.77,154,163,317,3,TRUE
4973,UC Berkeley,5,CS,PhD,Rejected,A,2017,3.65,167,162,329,5,TRUE
4974,New York University (NYU GSAS),3.4,CS,Masters,Accepted,I,2016,3.8,160,158,318,5,TRUE
4975,Cornell University,4.5,CS,PhD,Rejected,I,2018,3.7,161,166,327,4,TRUE
4976,University Of Texas At Austin,4.3,CS,Masters,Accepted,A,2017,3.97,167,170,337,5,TRUE
4977,New York University GSAS (NYU),3.4,CS,Masters,Accepted,I,2017,3.35,157,168,325,5.5,TRUE
4978,Duke,3.6,CS,Masters,Rejected,I,2012,3.11,142,168,310,3,TRUE
4979,Stony Brook SUNY,3.2,CS,Masters,Rejected,I,2015,3.5,149,162,311,3,TRUE
4980,University Of California San Diego (UCSD),4,CS,Masters,Accepted,I,2017,4,162,168,330,4.5,TRUE
4981,University Of Florida,3,CS,Masters,Rejected,I,2015,3.7,151,162,313,4,TRUE
4982,Columbia  University,4.1,CS,Masters,Accepted,U,2017,3.4,153,170,323,3.5,TRUE
4983,New York University - Courant GSAS,3.4,CS,Masters,Accepted,I,2015,3.48,157,170,327,3.5,TRUE
4984,Penn (University Of Pennsylvania),3.8,Other,PhD,Accepted,A,2016,3.82,165,170,335,5,TRUE
4985,Rutgers (State University Of New Jersey) New Brunswick,3.3,CS,Masters,Accepted,I,2017,7.93,155,170,325,4,TRUE
4986,Brown University,3.6,CS,PhD,Accepted,A,2015,3.63,165,163,328,5,TRUE
4987,Indiana University Bloomington,2.9,CS,PhD,Accepted,A,2015,3.9,165,169,334,4.5,TRUE
4988,NCSU (North Carolina State University),3.1,CS,PhD,Accepted,U,2017,3.7,163,166,329,3.5,TRUE
4989,JHU (Johns Hopkins University),3.6,CS,PhD,Rejected,I,2018,3.3,163,170,333,4,TRUE
4990,Ohio State University,3.4,CS,PhD,Accepted,I,2015,3.1,155,164,319,5,TRUE
4991,Carnegie Mellon University,5,CS,PhD,Accepted,A,2014,3.9,160,170,330,5,TRUE
4992,Michigan State University,2.9,CS,PhD,Accepted,A,2013,3.5,161,169,330,5,TRUE
4993,University Of Texas At Austin (UT Austin),4.3,CS,PhD,Accepted,A,2017,4,170,161,331,4.5,TRUE
4994,Harvard University,4,CS,PhD,Rejected,I,2015,4,165,162,327,5,TRUE
4995,"University Of Massachusetts, Amherst (UMass)",3.7,CS,PhD,Accepted,A,2012,3.87,164,161,325,5.5,TRUE
4996,Washington University In St. Louis (WashU/WUSTL),3,CS,PhD,Accepted,A,2016,4,157,164,321,4,TRUE
4997,New York University,3.4,CS,PhD,Rejected,I,2014,3.88,157,161,318,5,TRUE
4998,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2018,3.9,162,167,329,4,TRUE
4999,Columbia University,4.1,CS,PhD,Accepted,I,2015,4,170,169,339,4.5,TRUE
5000,Columbia University,4.1,CS,Masters,Rejected,I,2015,3.5,150,170,320,3,TRUE
5001,Princeton,4.4,CS,PhD,Rejected,I,2016,3.9,158,168,326,4,TRUE
5002,Cmu,5,CS,Masters,Rejected,I,2014,3.25,153,170,323,3,TRUE
5003,State University New York (SUNY) Stony Brook,3.2,CS,PhD,Accepted,I,2017,3.82,145,170,315,3.5,TRUE
5004,Carnagie Mellon University (CMU) LTI,5,CS,Masters,Rejected,I,2018,3.8,162,170,332,4,TRUE
5005,ีUniversity Of Maryland - College Park (UMD),4,CS,Masters,Accepted,I,2018,3.75,170,157,327,4,TRUE
5006,"University Of Michigan, Ann Arbor (Umich)",4.2,CS,PhD,Accepted,I,2018,3.9,154,170,324,3.5,TRUE
5007,Columbia  University (Fu Foundation),4.1,CS,Masters,Rejected,A,2016,3.98,156,155,311,3,TRUE
5008,"""University Of Washington Seattle",4.5,CS,PhD,Rejected,I,2016,3.98,169,170,339,4,TRUE
5009,Northeastern University Boston,3,CS,Masters,Accepted,I,2015,3.6,157,164,321,3,TRUE
5010,"UCSD (University Of California, San Diego)",4,CS,Masters,Accepted,A,2018,3.9,161,166,327,4,TRUE
5011,University Of Michigan At Ann Arbor,4.2,CS,Masters,Rejected,I,2015,3.5,159,165,324,4,TRUE
5012,University Of Pennsylvania,3.8,CS,PhD,Rejected,I,2014,3.78,145,160,305,2.5,TRUE
5013,Georgia  Institute Of Technology (Gatech Georgia Tech),4.4,CS,Masters,Rejected,I,2016,3,157,153,310,4,TRUE
5014,The University Of Illinois At Urbana-Champaign (UIUC),4.6,CS,Masters,Accepted,U,2018,4,158,168,326,3,TRUE
5015,MIT,5,CS,PhD,Accepted,U,2017,4,160,167,327,4,TRUE
5016,Syracuse,2.5,CS,Masters,Accepted,I,2015,3.05,153,168,321,4,TRUE
5017,CMU,5,CS,Masters,Accepted,I,2015,3.73,170,168,338,5,TRUE
5018,Emory  University,2.3,CS,PhD,Accepted,I,2016,3.1,155,166,321,4,TRUE
5019,NC State (NCSU),3.1,CS,Masters,Accepted,I,2017,3.7,156,170,326,3.5,TRUE
