id,university,ranking, major, degree, decision, status, year, gpafin, grev, grem,gretot, grew, new_gre
5541,University of Pennsylvania (UPenn),3.8,CS,Masters,Rejected,I,2016,3.7,167,167,334,3.5,TRUE
5542,University of Chicago,3.4,CS,Masters,Accepted,A,2017,3.54,167,170,337,4,TRUE
5543,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2016,3.9,152,166,318,3.5,TRUE
5544,"University Of California, Santa Barbara (UCSB)",3.3,CS,Masters,Accepted,I,2017,3.56,157,163,320,4,TRUE
5545,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Accepted,I,2015,3.6,161,170,331,4,TRUE
5546,Carnegie Mellon University (CMU),5,CS,PhD,Accepted,U,2017,3.83,167,168,335,5,TRUE
5547,Georgia Institute of Technology (Georgia Tech),4.4,CS,PhD,Accepted,I,2013,3.68,159,166,325,4,TRUE
5548,Columbia University,4.1,CS,PhD,Rejected,A,2013,3.85,161,169,330,4.5,TRUE
5549,"University Of California, Santa Barbara (UCSB)",3.3,CS,Masters,Rejected,I,2016,3.54,169,168,337,5,TRUE
5550,Rutgers Univeresity,3.3,CS,PhD,Accepted,A,2018,3.99,168,164,332,5,TRUE
5551,University Of Washington,4.5,CS,PhD,Rejected,A,2016,3.99,167,169,336,4.5,TRUE
5552,University Of California Los Angeles (UCLA),4.1,CS,PhD,Rejected,I,2016,3.85,154,168,322,3.5,TRUE
5553,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Accepted,I,2014,3.9,158,164,322,3,TRUE
5554,University of Pennsylvania (UPenn),3.8,CS,PhD,Rejected,I,2016,3.8,158,167,325,3,TRUE
5555,University of Pennsylvania (UPenn),3.8,CS,Masters,Accepted,I,2012,3.52,155,169,324,3.5,TRUE
5556,Brown University,3.6,CS,Masters,Accepted,A,2018,3.77,164,161,325,4,TRUE
5557,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,PhD,Accepted,A,2015,3.8,170,168,338,4,TRUE
5558,Rutgers Univeresity,3.3,CS,PhD,Accepted,I,2014,3,152,163,315,3.5,TRUE
5559,University of Florida (UF),3,CS,Masters,Accepted,I,2016,3.5,153,166,319,3.5,TRUE
5560,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,I,2014,3.5,142,169,311,4,TRUE
5561,"University Of California, Santa Barbara (UCSB)",3.3,CS,PhD,Accepted,I,2013,3.6,151,169,320,3,TRUE
5562,"University of North Carolina, Chapel Hill (UNC)",3.6,CS,Masters,Rejected,I,2016,3.5,153,164,317,3,TRUE
5563,University Of Washington,4.5,CS,PhD,Rejected,I,2016,4,146,166,312,3.5,TRUE
5564,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Accepted,U,2015,3.73,160,170,330,4.5,TRUE
5565,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,PhD,Accepted,I,2013,3.9,158,170,328,3.5,TRUE
5566,Stanford University,5,CS,PhD,Rejected,A,2014,3.8,165,169,334,5,TRUE
5567,"University Of California, Berkeley",5,CS,PhD,Rejected,I,2013,3.35,142,167,309,3.5,TRUE
5568,University Of Washington,4.5,CS,PhD,Accepted,I,2018,3.89,153,170,323,3.5,TRUE
5569,California Institue Of Technology (Caltech),4.2,CS,PhD,Accepted,I,2012,3.86,152,165,317,3.5,TRUE
5570,"University Of California, San Diego (UCSD)",4,CS,Masters,Rejected,A,2012,3.58,157,157,314,4.5,TRUE
5571,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Rejected,I,2015,3.8,167,170,337,4,TRUE
5572,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Rejected,I,2015,3.77,155,167,322,4,TRUE
5573,University Of Kentucky,2.2,CS,Masters,Accepted,I,2013,3.54,149,165,314,3,TRUE
5574,"University Of California, Irvine",3.4,CS,Masters,Rejected,I,2018,3.94,158,167,325,4.5,TRUE
5575,"University Of California, Berkeley",5,CS,PhD,Rejected,A,2014,3.75,164,163,327,5,TRUE
5576,Columbia University,4.1,CS,PhD,Accepted,U,2016,3.75,167,157,324,4.5,TRUE
5577,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2016,3.9,167,155,322,3,TRUE
5578,North Carolina State University,3.1,CS,PhD,Accepted,I,2015,3.1,155,164,319,5,TRUE
5579,"University Of California, Irvine",3.4,CS,Masters,Accepted,I,2018,3.24,160,170,330,4.5,TRUE
5580,Princeton University,4.4,CS,Masters,Rejected,A,2018,3.6,168,168,336,5.5,TRUE
5581,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Accepted,I,2017,3.1,154,165,319,4,TRUE
5582,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2016,3.96,161,164,325,4,TRUE
5583,Northeastern University (NEU),3,CS,PhD,Accepted,I,2013,3.1,149,167,316,4,TRUE
5584,University of Chicago,3.4,CS,Masters,Accepted,I,2017,3.52,162,168,330,5,TRUE
5585,Arizona State University (ASU),3.1,CS,Masters,Accepted,I,2018,3.83,162,167,329,4.5,TRUE
5586,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,A,2013,3.98,167,165,332,4.5,TRUE
5587,"University Of California, Berkeley",5,CS,Masters,Rejected,U,2017,3.9,162,170,332,4,TRUE
5588,Vanderbilt University,2.8,CS,Masters,Accepted,I,2016,3.88,158,168,326,3,TRUE
5589,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Accepted,A,2016,2.42,169,170,339,5,TRUE
5590,Texas A&M,3.1,CS,Masters,Accepted,I,2015,3.5,165,159,324,4,TRUE
5591,"University Of California, San Diego (UCSD)",4,CS,Masters,Rejected,I,2017,4,169,170,339,6,TRUE
5592,"University of Illinois, Urbana-Champaign (UIUC)",2.6,CS,Masters,Accepted,I,2017,3.6,153,163,316,3.5,TRUE
5593,Duke University,3.6,CS,PhD,Rejected,A,2018,3.92,166,164,330,5,TRUE
5594,"The University of Michigan, Ann Arbor",4.2,CS,PhD,Accepted,A,2012,3.87,164,161,325,5.5,TRUE
5595,"University Of California, San Diego (UCSD)",4,CS,Masters,Rejected,I,2015,3.4,148,165,313,3,TRUE
5596,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,I,2018,3.93,167,167,334,4.5,TRUE
5597,Stanford University,5,CS,PhD,Rejected,A,2015,3.4,168,166,334,6,TRUE
5598,"University Of California, Berkeley",5,CS,Masters,Rejected,U,2017,3.02,152,160,312,4.5,TRUE
5599,"University Of Minnesota, Twin Cities",3.5,CS,Masters,Rejected,I,2017,3.8,158,168,326,4.5,TRUE
5600,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,A,2017,3.56,168,168,336,5,TRUE
5601,"University Of California, San Diego (UCSD)",4,CS,PhD,Rejected,I,2013,3.8,160,167,327,4.5,TRUE
5602,Brown University,3.6,CS,Masters,Accepted,I,2017,3.83,159,170,329,5.5,TRUE
5603,Brown University,3.6,CS,PhD,Rejected,A,2016,3.8,161,170,331,4,TRUE
5604,"University Of California, Berkeley",5,CS,Masters,Accepted,I,2017,3.88,163,170,333,4,TRUE
5605,Duke University,3.6,CS,Masters,Rejected,A,2018,2.95,168,164,332,4.5,TRUE
5606,University Of Maryland,4,CS,Masters,Rejected,I,2016,3.82,152,169,321,4,TRUE
5607,"University Of Minnesota, Twin Cities",3.5,CS,Masters,Rejected,I,2013,3.26,156,149,305,3.5,TRUE
5608,University of Pennsylvania (UPenn),3.8,CS,PhD,Rejected,I,2015,3.4,168,170,338,4,TRUE
5609,"University Of Colorado, Boulder",3.2,CS,Masters,Accepted,I,2015,3,154,164,318,3.5,TRUE
5610,Columbia University,4.1,CS,Masters,Accepted,A,2018,3.82,158,163,321,5,TRUE
5611,New York University (NYU),3.4,CS,Masters,Rejected,I,2018,3,158,170,328,4,TRUE
5612,"University Of California, Santa Barbara (UCSB)",3.3,CS,Masters,Rejected,I,2018,3.25,155,170,325,4,TRUE
5613,"University Of California, Berkeley",5,CS,PhD,Rejected,I,2017,4,163,170,333,5,TRUE
5614,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,A,2018,3.7,159,169,328,4,TRUE
5615,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Rejected,I,2016,3.5,149,169,318,4,TRUE
5616,"University Of Colorado, Boulder",3.2,CS,Masters,Accepted,I,2013,3.47,151,161,312,3.5,TRUE
5617,New York University (NYU),3.4,CS,Masters,Accepted,A,2013,3.7,161,160,321,4.5,TRUE
5618,Rice University,3.7,CS,PhD,Accepted,I,2013,3.85,160,161,321,3,TRUE
5619,"University Of California, San Diego (UCSD)",4,CS,PhD,Accepted,A,2018,3.7,163,167,330,5.5,TRUE
5620,"University Of California, Irvine",3.4,CS,Masters,Accepted,I,2018,3.46,154,170,324,3.5,TRUE
5621,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Accepted,I,2016,3.6,166,170,336,4.5,TRUE
5622,University Of Wisconsin - Madison,4.1,CS,Masters,Accepted,I,2015,3.72,152,168,320,3.5,TRUE
5623,University of Notre Dame,2.8,CS,PhD,Accepted,A,2015,4,161,168,329,4.5,TRUE
5624,Massachusetts Institute of Technology (MIT),5,CS,PhD,Rejected,I,2013,3.9,158,170,328,3.5,TRUE
5625,Columbia University,4.1,CS,Masters,Rejected,A,2015,3.4,168,166,334,6,TRUE
5626,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Accepted,I,2015,3.5,150,166,316,3.5,TRUE
5627,University Of Virginia (UVA),3.4,CS,Masters,Rejected,I,2014,3.25,146,164,310,3,TRUE
5628,Cornell University,4.5,CS,Masters,Rejected,I,2016,3.8,151,161,312,4.5,TRUE
5629,Virginia Polytechnic And State University (Virginia Tech),3.2,CS,PhD,Accepted,I,2013,3,142,163,305,3,TRUE
5630,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2017,3.4,165,167,332,4.5,TRUE
5631,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Accepted,I,2015,3.96,163,167,330,5,TRUE
5632,Arizona State University (ASU),3.1,CS,Masters,Rejected,I,2016,2.9,150,161,311,3,TRUE
5633,University of Pennsylvania (UPenn),3.8,CS,PhD,Rejected,A,2015,3.7,160,170,330,4,TRUE
5634,Columbia University,4.1,CS,PhD,Rejected,I,2012,3.7,144,166,310,4,TRUE
5635,New York University (NYU),3.4,CS,Masters,Accepted,I,2018,3.4,165,170,335,4.5,TRUE
5636,University of Chicago,3.4,CS,PhD,Accepted,A,2017,3.94,163,167,330,4,TRUE
5637,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2018,3.73,159,170,329,4,TRUE
5638,University Of California Los Angeles (UCLA),4.1,CS,Masters,Accepted,U,2018,3.98,149,161,310,4,TRUE
5639,Cornell University,4.5,CS,PhD,Rejected,I,2015,3.4,161,167,328,3.5,TRUE
5640,Northeastern University (NEU),3,CS,PhD,Accepted,I,2013,2.9,162,163,325,4,TRUE
5641,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,A,2013,3.81,168,164,332,5.5,TRUE
5642,Rochester Institute of Technology,2.5,CS,Masters,Accepted,I,2015,3.5,150,166,316,3.5,TRUE
5643,"University Of California, Santa Barbara (UCSB)",3.3,CS,Masters,Rejected,I,2016,3.5,165,154,319,4,TRUE
5644,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2017,3.6,164,166,330,4,TRUE
5645,Harvard University,4,CS,PhD,Accepted,A,2012,4,170,169,339,6,TRUE
5646,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2016,3.7,152,170,322,3.5,TRUE
5647,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,I,2015,3.8,156,168,324,4,TRUE
5648,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,A,2016,3.35,158,164,322,5.5,TRUE
5649,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2015,3.95,161,169,330,4,TRUE
5650,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Rejected,I,2015,3.6,158,164,322,4,TRUE
5651,Cornell University,4.5,CS,PhD,Rejected,I,2018,4,158,170,328,4,TRUE
5652,Dartmouth College,3.1,CS,PhD,Accepted,I,2018,3.5,161,159,320,4.5,TRUE
5653,"University Of California, Berkeley",5,CS,Masters,Rejected,I,2014,3.98,146,161,307,3.5,TRUE
5654,University Of Wisconsin - Madison,4.1,CS,PhD,Accepted,A,2017,3.6,166,166,332,4,TRUE
5655,Pennsylvania State University (Penn State),3.4,CS,Masters,Accepted,I,2018,3.32,153,170,323,3.5,TRUE
5656,Dartmouth College,3.1,CS,PhD,Rejected,U,2017,3.98,165,170,335,4,TRUE
5657,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2015,3.6,149,159,308,3,TRUE
5658,Cornell University,4.5,CS,Masters,Accepted,A,2014,3.88,167,163,330,5,TRUE
5659,Vanderbilt University,2.8,CS,Masters,Rejected,I,2015,3.14,145,165,310,3,TRUE
5660,"University of California, Davis",3.3,CS,Masters,Rejected,I,2018,3.38,151,167,318,4,TRUE
5661,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Accepted,I,2016,3.83,154,170,324,3.5,TRUE
5662,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Rejected,I,2018,3.8,154,170,324,3.5,TRUE
5663,"University Of Colorado, Boulder",3.2,CS,PhD,Rejected,I,2014,3.56,147,164,311,3,TRUE
5664,State University of New York (SUNY) Stony Brook,3.2,CS,Masters,Accepted,I,2016,3.5,154,165,319,4.5,TRUE
5665,"University Of California, Berkeley",5,CS,PhD,Accepted,I,2014,3.94,169,156,325,3.5,TRUE
5666,University Of California Los Angeles (UCLA),4.1,CS,Masters,Rejected,I,2016,3.6,160,170,330,4,TRUE
5667,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2014,4,164,167,331,4.5,TRUE
5668,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,PhD,Accepted,A,2016,3.71,162,170,332,4,TRUE
5669,Northeastern University (NEU),3,CS,Masters,Accepted,A,2014,3.5,159,170,329,3.5,TRUE
5670,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,A,2017,3.65,167,162,329,5,TRUE
5671,University Of Virginia (UVA),3.4,CS,PhD,Accepted,U,2017,3.98,165,170,335,4,TRUE
5672,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,Masters,Rejected,I,2014,3.5,162,164,326,4.5,TRUE
5673,"University Of California, San Diego (UCSD)",4,CS,Masters,Rejected,I,2014,3.3,158,161,319,4.5,TRUE
5674,Massachusetts Institute of Technology (MIT),5,CS,PhD,Rejected,I,2012,3.44,150,159,309,4,TRUE
5675,New York University (NYU),3.4,CS,Masters,Accepted,A,2013,3,167,157,324,4,TRUE
5676,Princeton University,4.4,CS,Masters,Rejected,A,2013,3.76,167,169,336,4.5,TRUE
5677,University Of Washington,4.5,CS,PhD,Accepted,A,2017,4,167,165,332,5,TRUE
5678,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Rejected,I,2016,3.9,155,170,325,4,TRUE
5679,Columbia University,4.1,CS,Masters,Accepted,A,2012,3.52,167,157,324,5.5,TRUE
5680,Columbia University,4.1,CS,Masters,Rejected,I,2013,3.6,149,157,306,3.5,TRUE
5681,State University of New York (SUNY) Stony Brook,3.2,CS,PhD,Accepted,I,2015,3.67,164,145,309,3.5,TRUE
5682,Colorado State University,2.4,CS,PhD,Accepted,I,2014,3.42,146,163,309,4,TRUE
5683,University of Chicago,3.4,CS,Masters,Accepted,A,2015,3.3,164,166,330,5.5,TRUE
5684,University Of California Los Angeles (UCLA),4.1,CS,Masters,Rejected,I,2012,3.71,162,163,325,4,TRUE
5685,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,A,2012,3.64,155,163,318,4,TRUE
5686,University Of Southern California (USC),3.7,CS,Masters,Accepted,A,2015,3.64,145,157,302,3.5,TRUE
5687,University of Pennsylvania (UPenn),3.8,CS,PhD,Rejected,U,2018,3.6,158,165,323,4,TRUE
5688,"University Of Minnesota, Twin Cities",3.5,CS,Masters,Rejected,I,2014,3.2,161,161,322,4,TRUE
5689,North Carolina State University,3.1,CS,Masters,Rejected,I,2013,3.2,152,163,315,3,TRUE
5690,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2017,3.88,163,170,333,4,TRUE
5691,Princeton University,4.4,CS,PhD,Rejected,A,2013,3.83,161,167,328,4,TRUE
5692,New York University (NYU),3.4,CS,PhD,Accepted,I,2014,4,162,161,323,4.5,TRUE
5693,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,PhD,Accepted,I,2012,3.98,154,164,318,3.5,TRUE
5694,University of Pennsylvania (UPenn),3.8,CS,Masters,Rejected,I,2016,3.16,151,170,321,4,TRUE
5695,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Accepted,A,2012,3.76,161,159,320,4.5,TRUE
5696,"University Of California, Irvine",3.4,CS,Masters,Rejected,I,2015,3.94,151,161,312,4,TRUE
5697,University Of Virginia (UVA),3.4,CS,Masters,Rejected,A,2018,3.76,154,167,321,4,TRUE
5698,University Of California Los Angeles (UCLA),4.1,CS,Masters,Accepted,I,2016,3.5,154,169,323,4,TRUE
5699,Virginia Polytechnic And State University (Virginia Tech),3.2,CS,Masters,Accepted,A,2014,3.74,170,170,340,4,TRUE
5700,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Rejected,I,2018,3.65,165,170,335,4,TRUE
5701,Carnegie Mellon University (CMU),5,CS,PhD,Accepted,U,2012,3.99,168,162,330,4.5,TRUE
5702,University of Chicago,3.4,CS,Masters,Accepted,A,2014,3.36,160,167,327,4.5,TRUE
5703,Ohio State University (OSU),3.4,CS,Masters,Rejected,I,2016,3.1,154,160,314,4.5,TRUE
5704,Oregon State University,2.5,CS,PhD,Rejected,I,2014,3.6,166,147,313,3,TRUE
5705,University Of California Los Angeles (UCLA),4.1,CS,Masters,Accepted,A,2015,3.29,160,163,323,4.5,TRUE
5706,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,Masters,Rejected,I,2016,3.82,159,170,329,4.5,TRUE
5707,Columbia University,4.1,CS,Masters,Accepted,I,2018,3.46,162,170,332,3.5,TRUE
5708,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2017,3.7,156,170,326,3.5,TRUE
5709,University Of Wisconsin - Madison,4.1,CS,Masters,Accepted,I,2016,3.9,155,170,325,4,TRUE
5710,University Of Maryland,4,CS,Masters,Accepted,I,2016,3.82,170,159,329,4.5,TRUE
5711,Princeton University,4.4,CS,PhD,Rejected,I,2017,3.2,162,170,332,3.5,TRUE
5712,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,Masters,Accepted,I,2017,3.6,157,168,325,4,TRUE
5713,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2016,4,150,162,312,3.5,TRUE
5714,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,I,2017,3.4,154,170,324,4,TRUE
5715,"University Of California, San Diego (UCSD)",4,CS,Masters,Rejected,U,2018,3.7,156,169,325,5,TRUE
5716,"University Of California, Santa Barbara (UCSB)",3.3,CS,Masters,Accepted,I,2017,3.49,161,170,331,4,TRUE
5717,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2018,3.3,159,169,328,4,TRUE
5718,Virginia Polytechnic And State University (Virginia Tech),3.2,CS,PhD,Accepted,I,2018,3.8,161,168,329,3,TRUE
5719,Rice University,3.7,CS,PhD,Rejected,I,2015,3.58,152,170,322,3,TRUE
5720,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,Masters,Rejected,I,2018,3.63,155,168,323,3.5,TRUE
5721,University of Texas at Austin,4.3,CS,Masters,Accepted,I,2016,3.82,159,170,329,4.5,TRUE
5722,University Of California Los Angeles (UCLA),4.1,CS,Masters,Rejected,I,2018,3.5,163,163,326,5,TRUE
5723,"The University of Michigan, Ann Arbor",4.2,CS,Masters,Rejected,I,2016,3.7,157,164,321,3,TRUE
5724,Carnegie Mellon University (CMU),5,CS,PhD,Rejected,A,2013,3.9,156,168,324,4.5,TRUE
5725,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Rejected,I,2016,3.8,158,168,326,3.5,TRUE
5726,Carnegie Mellon University (CMU),5,CS,PhD,Accepted,I,2015,3.8,145,165,310,2.5,TRUE
5727,Princeton University,4.4,CS,Masters,Rejected,I,2015,3.8,161,168,329,4,TRUE
5728,"University Of California, San Diego (UCSD)",4,CS,Masters,Rejected,I,2015,3.6,156,164,320,4,TRUE
5729,New York University (NYU),3.4,CS,Masters,Rejected,I,2012,3.6,147,158,305,3,TRUE
5730,University of Florida (UF),3,CS,PhD,Accepted,I,2016,3.12,140,165,305,2.5,TRUE
5731,"The University of Michigan, Ann Arbor",4.2,CS,Masters,Rejected,I,2015,3.7,159,165,324,5,TRUE
5732,Northeastern University (NEU),3,CS,PhD,Accepted,I,2015,3.2,158,168,326,4,TRUE
5733,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2017,3.83,159,165,324,3,TRUE
5734,Stanford University,5,CS,Masters,Rejected,I,2016,3.6,160,170,330,4,TRUE
5735,University of Pennsylvania (UPenn),3.8,CS,Masters,Accepted,I,2016,3.8,157,165,322,3.5,TRUE
5736,Carnegie Mellon University (CMU),5,CS,PhD,Accepted,U,2016,3.68,161,169,330,4,TRUE
5737,Georgia Institute of Technology (Georgia Tech),4.4,CS,PhD,Accepted,A,2013,3.94,161,166,327,5,TRUE
5738,University of Pennsylvania (UPenn),3.8,CS,Masters,Rejected,A,2015,3.81,158,163,321,4,TRUE
5739,Florida State Univeristy,2.3,CS,PhD,Accepted,I,2014,3.89,153,155,308,3,TRUE
5740,Dartmouth College,3.1,CS,PhD,Rejected,I,2014,3.86,147,161,308,3.5,TRUE
5741,North Carolina State University,3.1,CS,Masters,Accepted,I,2018,3.4,152,167,319,4.5,TRUE
5742,"University of Illinois, Urbana-Champaign (UIUC)",4.6,CS,Masters,Rejected,I,2018,3.9,163,170,333,4.5,TRUE
5743,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,I,2018,3.4,154,169,323,3.5,TRUE
5744,Harvard University,4,CS,PhD,Accepted,I,2015,3.6,160,170,330,4,TRUE
5745,"University of Illinois, Chicago (UIC)",2.6,CS,Masters,Accepted,I,2014,3.6,148,159,307,3.5,TRUE
5746,"University Of California, Berkeley",5,CS,PhD,Rejected,A,2015,3.7,164,166,330,4,TRUE
5747,University Of Washington,4.5,CS,PhD,Rejected,I,2015,3.85,152,169,321,3,TRUE
5748,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Accepted,I,2014,3.2,154,164,318,3,TRUE
5749,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,A,2016,3.68,161,168,329,4,TRUE
5750,Northeastern University (NEU),3,CS,Masters,Accepted,I,2015,3.87,154,168,322,3.5,TRUE
5751,University Of Washington,4.5,CS,PhD,Rejected,I,2013,3.83,159,170,329,4,TRUE
5752,"University Of California, Berkeley",5,CS,PhD,Rejected,I,2016,3.2,155,168,323,3,TRUE
5753,Princeton University,4.4,CS,PhD,Rejected,A,2015,3.5,145,160,305,4,TRUE
5754,University Of Washington,4.5,CS,PhD,Rejected,A,2013,3.94,162,163,325,4,TRUE
5755,University of Delaware,2.5,CS,PhD,Accepted,I,2013,3.89,147,163,310,3,TRUE
5756,Stanford University,5,CS,Masters,Rejected,U,2015,3.9,162,162,324,4.5,TRUE
5757,Princeton University,4.4,CS,PhD,Rejected,A,2017,4,168,169,337,5.5,TRUE
5758,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2014,3.69,156,165,321,3,TRUE
5759,Massachusetts Institute of Technology (MIT),5,CS,PhD,Rejected,I,2014,3.83,154,169,323,4,TRUE
5760,Cornell University,4.5,CS,Masters,Rejected,I,2018,3.03,161,162,323,4,TRUE
5761,Carnegie Mellon University (CMU),5,CS,Masters,Rejected,U,2017,3.82,168,152,320,3.5,TRUE
5762,Georgia Institute of Technology (Georgia Tech),4.4,CS,Masters,Accepted,I,2016,4,158,168,326,4,TRUE
5763,Pennsylvania State University (Penn State),3.4,CS,Masters,Rejected,I,2018,3.37,152,161,313,4,TRUE
5764,Princeton University,4.4,CS,Masters,Accepted,I,2018,3.9,165,165,330,5.5,TRUE
5765,University Of Wisconsin - Madison,4.1,CS,Masters,Accepted,A,2017,3.88,160,168,328,5,TRUE
5766,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,I,2017,3.6,162,168,330,4,TRUE
5767,University of Texas at Austin,4.3,CS,PhD,Accepted,A,2018,4,165,170,335,4,TRUE
5768,University Of Washington,4.5,CS,PhD,Rejected,A,2016,3.89,162,170,332,5,TRUE
5769,Oregon State University,2.5,CS,PhD,Rejected,I,2013,3.89,147,163,310,3,TRUE
5770,"University of Massachusetts, Amherst (UMass)",3.7,CS,Masters,Accepted,I,2016,3.67,166,155,321,3,TRUE
